,name,price,img
116,Apple Leather Wallet with MagSafe (for iPhone) - Wisteria,"5,500",https://m.media-amazon.com/images/I/81iCBdq769L._AC_UY218_.jpg
117,Apple AirTag Leather Key Ring - Baltic Blue,"3,590",https://m.media-amazon.com/images/I/71-0jzh0LYS._AC_UY218_.jpg
118,"2020 Apple iPad Air with A14 Bionic chip (10.9-inch/27.69 cm, Wi-Fi + Cellular, 256GB) - Sky Blue (4th Generation)","80,900",https://m.media-amazon.com/images/I/71kFzFbiINL._AC_UY218_.jpg
119,Apple Leaders Dust Cover for Epson L6170 Printer (Black),271,https://m.media-amazon.com/images/I/51WpD0PpPkL._AC_UY218_.jpg
120,Apple Silicone Case with MagSafe (for iPhone 13 Pro) - Midnight,"4,900",https://m.media-amazon.com/images/I/61CyxSFKNdL._AC_UY218_.jpg
121,APPLE LEADERS Printer DUST Cover Compatible for HP Smart Tank 516 Wireless All-in-One Black,345,https://m.media-amazon.com/images/I/51nitLzFQrL._AC_UY218_.jpg
122,Apple AirTag Leather Key Ring - (Product) RED,"3,302",https://m.media-amazon.com/images/I/71Sn4HE3cLS._AC_UY218_.jpg
123,Mac Apple 300 Pcs Transparent Disposable Clear Plastic Hand Gloves,195,https://m.media-amazon.com/images/I/417hZOKKVDL._AC_UY218_.jpg
124,New Apple iPhone 12 Pro Max (512GB) - Pacific Blue with Apple AirPods Pro,"1,70,800",https://m.media-amazon.com/images/I/71KkYat7muL._AC_UY218_.jpg
125,Apple Blossoms - Reusable Baby Cloth Diaper- Organic Cotton Insert - Pack of 3,675,https://m.media-amazon.com/images/I/61t20uvi-iL._AC_UY218_.jpg
126,Apple Silicone Case (for iPhone 11 Pro) - Black,"3,500",https://m.media-amazon.com/images/I/616QHIJT-PL._AC_UY218_.jpg
127,Apple Silicone Case with MagSafe (for iPhone 13 Pro Max) - Midnight,"4,900",https://m.media-amazon.com/images/I/51aJYhtgVkL._AC_UY218_.jpg
128,New Apple iPhone 12 Pro Max (256GB) - Gold,"1,29,900",https://m.media-amazon.com/images/I/71fJ-gmBZtL._AC_UY218_.jpg
129,"61W USB-C Adaptor Power Charger Adapter for 13"" inch A1718 A1706 A1708 Type C Cable Included White","5,499",https://m.media-amazon.com/images/I/312CKxybpHL._AC_UY218_.jpg
130,"Apple Watch SE (GPS, 44mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular","32,900",https://m.media-amazon.com/images/I/71nZ497gYtL._AC_UY218_.jpg
131,New Apple iPhone 12 Pro (512GB) - Silver,"1,12,900",https://m.media-amazon.com/images/I/71xkMA+gvYL._AC_UY218_.jpg
132,"Apple Barrel Acrylic Paint (8 Ounce), Pink Parfait, 8 Fl Oz","1,943",https://m.media-amazon.com/images/I/71JwNekdDSL._AC_UY218_.jpg
133,"Apple Silicone Case with MagSafe (for iPhone 12, 12 Pro - Cloud Blue","4,900",https://m.media-amazon.com/images/I/511BXdWnKlS._AC_UY218_.jpg
134,"Adam's Apple | Coffee Face & Body Scrub | 100g | Natural | De-Tan | Honey, Argan Oil, Kaolin Clay | Paraben & SLS Free | Made in India",350,https://m.media-amazon.com/images/I/61iHanHPUYL._AC_UY218_.jpg
135,Healthy Apple Kaju - 320 - 500 Gms,389,https://m.media-amazon.com/images/I/51ZK7JbHkaS._AC_UY218_.jpg
136,"Beats Flex Wireless Earphones – Apple W1 Headphone Chip, Magnetic Earbuds, Class 1 Bluetooth, 12 Hours of Listening Time, Built-in Microphone - Yellow","4,499",https://m.media-amazon.com/images/I/51JPEkpWOCL._AC_UY218_.jpg
137,Apple Leather Case with MagSafe (for iPhone 13 Pro Max) - Dark Cherry,"5,500",https://m.media-amazon.com/images/I/81+DfeIRTkL._AC_UY218_.jpg
138,"Black Apple DS-536 Laser Black Formal Shoes, Handcrafted, Comfortable Derby, Light Weight, PU Sole, Sweat Absorbing Comforter, Regular Wear for Work and Parties","1,299",https://m.media-amazon.com/images/I/81azwAFq4qL._AC_UY218_.jpg
139,New Apple AirTag 4 Pack,"10,900",https://m.media-amazon.com/images/I/71L5lSfJIPS._AC_UY218_.jpg
140,Apple Leather Case with MagSafe (for iPhone 13 Mini) - Midnight,"5,500",https://m.media-amazon.com/images/I/71AKxTK2raL._AC_UY218_.jpg
141,Apple leaders Printer Dust Cover for Epson M100 Printer Black,271,https://m.media-amazon.com/images/I/51WpD0PpPkL._AC_UY218_.jpg
142,Apple Silicone Case with MagSafe (for iPhone 13 Pro) - Clover,"4,900",https://m.media-amazon.com/images/I/61MQRhYiHuL._AC_UY218_.jpg
143,Apple AirTag Leather Loop - Saddle Brown,"3,386",https://m.media-amazon.com/images/I/71LLm1L8QmS._AC_UY218_.jpg
144,ottavio Mouse Trap/Rat Trap,799,https://m.media-amazon.com/images/I/517pUq8UViL._AC_UY218_.jpg
145,"Apple Watch SE (GPS, 44mm) - Gold Aluminium Case with Starlight Sport Band - Regular","32,900",https://m.media-amazon.com/images/I/712wRLMlBeL._AC_UY218_.jpg
146,Apple Leather Wallet with MagSafe (for iPhone) - Baltic Blue,"5,900",https://m.media-amazon.com/images/I/81QXg3r+AUL._AC_UY218_.jpg
147,"2019 Apple iPad mini with A12 Bionic chip (7.9-inch/20.1 cm, Wi‑Fi + Cellular, 64GB) - Silver (5th Generation)","45,900",https://m.media-amazon.com/images/I/81L5G4-sniL._AC_UY218_.jpg
148,Apple Leather Wallet with MagSafe (for iPhone) - Sequoia Green,"5,500",https://m.media-amazon.com/images/I/81SMRrWfJbL._AC_UY218_.jpg
149,Apple Pie Boys Hoodie Set with Jogger Pant,549,https://m.media-amazon.com/images/I/71+rm5S1NxL._AC_UY218_.jpg
150,New Apple iPhone 12 Pro (128GB) - Gold with Apple 20W USB-C Power Adapter,"99,799",https://m.media-amazon.com/images/I/71GEulph6ML._AC_UY218_.jpg
151,Apple Leather Case with MagSafe (for iPhone 12 Pro Max) - Baltic Blue,"5,900",https://m.media-amazon.com/images/I/81rOU14bUjL._AC_UY218_.jpg
152,"2021 Apple iPad Pro with Apple M1 chip (12.9-inch/32.77 cm, Wi-Fi, 256GB) - Silver (5th Generation)","1,08,900",https://m.media-amazon.com/images/I/815KnP2wjDS._AC_UY218_.jpg
153,"2020 Apple iPad Air with A14 Bionic chip (10.9-inch/27.69 cm, Wi-Fi, 256GB) - Silver (4th Generation)","63,900",https://m.media-amazon.com/images/I/714o0MLzl0L._AC_UY218_.jpg
154,Apple Watch Leather Link (40mm) - Chalk - Small/Medium,"7,900",https://m.media-amazon.com/images/I/51bByXg6bxL._AC_UY218_.jpg
155,"2020 Apple iPad Air with A14 Bionic chip (10.9-inch/27.69 cm, Wi-Fi, 256GB) - Rose Gold (4th Generation)","68,900",https://m.media-amazon.com/images/I/71uiwxeUiZL._AC_UY218_.jpg
156,"2020 Apple iPad Air with A14 Bionic chip (10.9-inch/27.69 cm, Wi-Fi + Cellular, 256GB) - Silver (4th Generation)","80,900",https://m.media-amazon.com/images/I/71-mJuQew-L._AC_UY218_.jpg
157,Apple Watch Leather Link (45mm) - Dark Cherry - M/L,"7,900",https://m.media-amazon.com/images/I/618oT0d36vL._AC_UY218_.jpg
158,Apple Leather Case with MagSafe (for iPhone 13 Pro Max) - Wisteria,"5,500",https://m.media-amazon.com/images/I/81MCN+GPtcL._AC_UY218_.jpg
159,Apple Smart Cover (for iPad Mini) - Papaya,"2,494",https://m.media-amazon.com/images/I/4162oklCXnL._AC_UY218_.jpg
160,Apple Silicone Case with MagSafe (for iPhone 12 Pro Max) - Deep Navy,"4,900",https://m.media-amazon.com/images/I/61iKvUuUV5L._AC_UY218_.jpg
161,Apple Smart Folio for 10.9-inch iPad Air (4th Generation) - Mallard Green,"7,500",https://m.media-amazon.com/images/I/31hbQdMDMqS._AC_UY218_.jpg
162,Healthy Apple Kaju - 320 - 250 Gms,362,https://m.media-amazon.com/images/I/51NKRevYrYS._AC_UY218_.jpg
163,"2020 Apple iPad Air with A14 Bionic chip (10.9-inch/27.69 cm, Wi-Fi, 256GB) - Sky Blue (4th Generation)","63,900",https://m.media-amazon.com/images/I/71dwvdUu72L._AC_UY218_.jpg
