,name,price,img
31,"Samsung Galaxy Tab A7 Lite 22.05 cm (8.7 inch), Slim Metal Body, Dolby Atmos Sound, RAM 3 GB, ROM 32 GB Expandable, Wi-Fi+4G Tablet, Gray","13,851",https://m.media-amazon.com/images/I/91SpB-8UCuS._AC_UY218_.jpg
32,Samsung EP-DG930IBEGIN Type C USB Cable - (1.5 Meter) - (Black),499,https://m.media-amazon.com/images/I/61VMfhu-C5L._AC_UY218_.jpg
33,"Samsung 6.5 kg Fully-Automatic Top Loading Washing Machine (WA65A4002VS/TL, Imperial Silver, Diamond Drum)","14,990",https://m.media-amazon.com/images/I/610osBbwucL._AC_UY218_.jpg
34,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black) (2021 Model),"17,490",https://m.media-amazon.com/images/I/71PSMgvjlmL._AC_UY218_.jpg
35,Samsung EVO Plus 64GB microSDXC UHS-I 100MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC64HA),649,https://m.media-amazon.com/images/I/81MbOF+PYQL._AC_UY218_.jpg
36,Samsung EVO Plus 128GB microSDXC UHS-I U3 100MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC128HA),"1,299",https://m.media-amazon.com/images/I/71VpTb++OQL._AC_UY218_.jpg
37,Samsung EO-HS130DGEGIN HS-1303 in-Ear Volume Control Handsfree (Green),548,https://m.media-amazon.com/images/I/61gxioC1efL._AC_UY218_.jpg
38,Samsung 80 cm (32 inches) Wondertainment Series HD Ready LED Smart TV UA32TE40AAKBXL (Titan Gray) (2020 Model),"18,490",https://m.media-amazon.com/images/I/81N8UlFd0kL._AC_UY218_.jpg
39,"OPPO A74 5G (Fluid Black,6GB RAM,128GB Storage) - 5G Android Smartphone | 5000 mAh Battery | 18W Fast Charge | 90Hz LCD Display","17,990",https://m.media-amazon.com/images/I/71poFSdDs5S._AC_UY218_.jpg
40,"I KALL Z6 Smartphone (6.26 Inch, 4GB, 64GB, Fingerprint Sensor) (Blue)","7,349",https://m.media-amazon.com/images/I/61FcFRQ9zyL._AC_UY218_.jpg
41,"Samsung Galaxy M32 5G (Slate Black, 8GB RAM, 128GB Storage)","22,999",https://m.media-amazon.com/images/I/71QT7dSK4BL._AC_UY218_.jpg
42,"Samsung Galaxy M21 2021 Edition (Arctic Blue, 6GB RAM, 128GB Storage) | FHD+ sAMOLED | 6 Months Free Screen Replacement for Prime (SM-M215GLBHINS)","14,999",https://m.media-amazon.com/images/I/811lrGbXwIL._AC_UY218_.jpg
43,"Samsung Galaxy M32 5G (Slate Black, 8GB RAM, 128GB Storage)","22,999",https://m.media-amazon.com/images/I/71QT7dSK4BL._AC_UY218_.jpg
44,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","11,499",https://m.media-amazon.com/images/I/71Y8rH2cJiL._AC_UY218_.jpg
45,Samsung 25W Travel Adapter,"1,399",https://m.media-amazon.com/images/I/21uXmiH98wL._AC_UY218_.jpg
46,"Samsung Galaxy Tab A7 Lite 22.05 cm (8.7 inch), Slim Metal Body, Dolby Atmos Sound, RAM 3 GB, ROM 32 GB Expandable, Wi-Fi-only Tablet, Silver","11,890",https://m.media-amazon.com/images/I/91oYaz+8TRS._AC_UY218_.jpg
47,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340AKXXL (Glossy Black) (2020 Model),"17,490",https://m.media-amazon.com/images/I/71fEd9glTIL._AC_UY218_.jpg
48,Samsung EVO Plus 32GB microSDHC UHS-I U1 95MB/s Full HD Memory Card with Adapter (MB-MC32GA),429,https://m.media-amazon.com/images/I/41flNfpUo1L._AC_UY218_.jpg
49,"Samsung Galaxy Note 20 (Mystic Bronze, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","44,999",https://m.media-amazon.com/images/I/81v6FUkT5CL._AC_UY218_.jpg
50,"Samsung Galaxy M12 (Blue,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime","13,499",https://m.media-amazon.com/images/I/71r69Y7BSeL._AC_UY218_.jpg
51,"OPPO F19 Pro+ 5G (Space Silver, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","25,990",https://m.media-amazon.com/images/I/71uXmoBZpOL._AC_UY218_.jpg
52,"Samsung Galaxy Buds 2 | Active Noise Cancellation, Auto Switch Feature, Up to 20hrs Battery Life, (Graphite)","11,999",https://m.media-amazon.com/images/I/51X0kXtlBCL._AC_UY218_.jpg
53,"Samsung Galaxy Buds Pro | 99% Noise Cancellation, Wireless Charging, 28 Hours Playtime | Black","9,990",https://m.media-amazon.com/images/I/51qVl5jDvIL._AC_UY218_.jpg
54,"Samsung Galaxy M52 5G (Blazing Black, 6GB RAM, 128GB Storage) Latest Snapdragon 778G 5G | sAMOLED 120Hz Display","29,999",https://m.media-amazon.com/images/I/71b5BwTCcZL._AC_UY218_.jpg
